12	0.24771
36	0.096809
57	0.101513
70	0.100704
86	0.095836
126	0.106848
132	0.0996
193	0.094913
216	0.08346
239	0.0848
269	0.094573
308	0.097263
312	0.094265
322	0.105289
345	0.090916
380	0.098855
391	0.087239
416	0.089783
430	0.097394
488	0.093966
513	0.097862
530	0.106336
550	0.105025
599	0.088675
602	0.092311
614	0.091233
649	0.09554
675	0.104252
683	0.104197
716	0.093054
733	0.101645
738	0.093504
783	0.091342
788	0.10329
797	0.087257
799	0.093961
825	0.105517
860	0.099922
906	0.095134
911	0.07561
936	0.088121
958	0.10121
966	0.090993
973	0.08702
1013	0.086868
1163	0.095273
1181	0.091456
1201	0.098653
1236	0.097866
1290	0.079957
1348	0.10088
1377	0.105763
1434	0.078648
1441	0.09315
1507	0.104016
1540	0.090099
1599	0.087183
1612	0.102821
1630	0.100143
1684	0.079111
1687	0.093896
1694	0.089961
1736	0.100437
1768	0.103894
1769	0.100659
1770	0.099627
1778	0.08595
1866	0.094261
1930	0.07729
1938	0.094252
1961	0.093891
1986	0.092417
2031	0.095436
2123	0.092948
2134	0.110009
2170	0.101215
2189	0.106046
2211	0.096563
2213	0.093284
2225	0.082468
2246	0.087617
2289	0.096
2334	0.089033
2355	0.099781
2362	0.078016
2398	0.098962
2412	0.089602
2424	0.087753
2482	0.09798
2578	0.096506
2629	0.094397
2695	0.099366
2697	0.099357
2720	0.092413
2770	0.08721
2837	0.102887
2855	0.10294
2869	0.094926
2928	0.10682
2949	0.078028
2955	0.105631
3027	0.089199
3107	0.094807
3149	0.089015
3194	0.090573
3258	0.082177
3278	0.079342
3367	0.098436
3368	0.080253
3376	0.088112
3402	0.087392
3505	0.108366
3577	0.094253
3613	0.088905
3614	0.08804
3626	0.092782
3632	0.09246
3658	0.086364
3678	0.09386
3698	0.087513
3707	0.094911
3708	0.102249
3714	0.091572
3727	0.078407
3738	0.100283
3756	0.083849
3766	0.100696
3788	0.090635
3831	0.084251
3833	0.101731
3854	0.096732
3880	0.096491
3918	0.086588
3944	0.082066
3984	0.093791
4024	0.084786
4077	0.0846
4081	0.100484
4116	0.094528
4182	0.101128
4194	0.094778
4199	0.09594
4204	0.095145
4211	0.088444
4234	0.099371
4242	0.089406
4310	0.106809
4387	0.097111
4418	0.083092
4443	0.087044
4521	0.099022
4651	0.103246
4664	0.08798
4673	0.094665
4703	0.091584
4715	0.095445
4724	0.094217
4766	0.09173
4826	0.085718
4827	0.098968
4836	0.10811
4852	0.087752
4864	0.095755
4868	0.076911
4885	0.095375
4930	0.090681
4949	0.084547
4970	0.085873
5050	0.101181
5055	0.086122
5067	0.096034
5088	0.090384
5196	0.092909
5224	0.089813
5229	0.096308
5240	0.101746
5288	0.103821
5300	0.086456
5376	0.096811
5385	0.096849
5420	0.094092
5491	0.084813
5497	0.099778
5500	0.076674
5529	0.092266
5598	0.100802
5600	0.081635
5647	0.090027
5696	0.100017
5700	0.100724
5723	0.099012
5751	0.094307
5790	0.085269
5980	0.095036
6038	0.087934
6109	0.094978
6244	0.099531
6284	0.079524
6385	0.09796
6459	0.102135
6520	0.095427
6522	0.094291
6534	0.094177
6606	0.084862
6624	0.090734
6650	0.096427
6651	0.103087
6695	0.09021
6792	0.087538
6813	0.088241
6891	0.086415
6893	0.095058
6898	0.086552
6920	0.095485
6922	0.089571
6944	0.084244
6958	0.097021
7050	0.081627
7060	0.087852
7073	0.086577
7115	0.097477
7148	0.104558
7154	0.094443
7178	0.091225
7297	0.098761
7315	0.097124
7361	0.092324
7373	0.100488
7403	0.107653
7435	0.09054
7482	0.092072
7483	0.098859
7492	0.098136
7571	0.084071
7601	0.102019
7621	0.094256
7722	0.091043
7751	0.099469
7753	0.094528
7772	0.096032
7785	0.084354
7787	0.088877
7809	0.086248
7966	0.080002
8011	0.084197
8012	0.091375
8013	0.104207
8016	0.092157
8018	0.103265
8125	0.103474
8142	0.100644
8149	0.092805
8154	0.093964
8171	0.098553
8227	0.097849
8259	0.094573
8269	0.098132
8342	0.087113
8347	0.092546
8379	0.076781
8498	0.088766
8562	0.097924
8645	0.094773
8651	0.101572
8681	0.093995
8708	0.088695
8754	0.086326
8776	0.089993
8822	0.09489
8833	0.088181
8872	0.100405
8900	0.10015
8974	0.086452
9005	0.09018
9014	0.093761
9015	0.074248
9044	0.102247
9123	0.095641
9132	0.08261
9142	0.076157
9190	0.10274
9203	0.094678
9238	0.087213
9245	0.088933
9305	0.096685
9320	0.075446
9347	0.095103
9355	0.082263
9371	0.096868
9377	0.092734
9390	0.08638
9457	0.090996
9479	0.095846
9503	0.095256
9505	0.098383
9516	0.094525
9536	0.091103
9555	0.085188
9556	0.090554
9583	0.098892
9586	0.082525
9590	0.094978
9738	0.094898
9751	0.088506
9755	0.10017
9818	0.093376
9859	0.099312
9882	0.08985
9906	0.083687
9937	0.104446
10035	0.088133
10046	0.092845
10057	0.092017
10058	0.103353
10066	0.087386
10155	0.090965
10180	0.097247
10228	0.092598
10285	0.088778
10326	0.097065
10385	0.094546
10387	0.075083
10403	0.078512
10431	0.10452
10470	0.084799
10589	0.085605
10600	0.086952
10605	0.086641
10629	0.090236
10659	0.079615
10738	0.082194
10773	0.090842
10813	0.083507
10827	0.088436
10841	0.090053
10844	0.08547
10866	0.082699
10871	0.093591
