12	0.336435
36	0.013275
57	0.010388
70	0.008442
86	0.008067
126	0.008504
132	0.008049
193	0.014783
216	0.008461
239	0.008243
269	0.007953
308	0.008741
312	0.009095
322	0.008697
345	0.008025
380	0.009956
391	0.00883
416	0.008358
430	0.008108
488	0.014603
513	0.009403
530	0.010956
550	0.007959
599	0.00937
602	0.00871
614	0.00837
649	0.008961
675	0.00922
683	0.008413
716	0.007231
733	0.00871
738	0.008856
783	0.00804
788	0.008895
797	0.007876
799	0.008482
825	0.009236
860	0.009425
906	0.007552
911	0.007797
936	0.008372
958	0.008075
966	0.007992
973	0.00765
1013	0.007241
1163	0.008473
1181	0.007202
1201	0.007484
1236	0.007429
1290	0.007639
1348	0.008859
1377	0.008257
1434	0.008561
1441	0.00856
1507	0.008261
1540	0.007434
1599	0.009497
1612	0.010008
1630	0.009089
1684	0.008707
1687	0.009572
1694	0.008264
1736	0.008209
1768	0.008891
1769	0.008839
1770	0.008333
1778	0.00869
1866	0.008566
1930	0.007775
1938	0.009919
1961	0.008915
1986	0.008011
2031	0.007267
2123	0.009427
2134	0.008452
2170	0.010075
2189	0.008535
2211	0.010894
2213	0.007892
2225	0.007693
2246	0.008191
2289	0.008582
2334	0.008333
2355	0.008853
2362	0.008926
2398	0.009807
2412	0.008169
2424	0.008227
2482	0.006979
2578	0.007628
2629	0.007774
2695	0.007976
2697	0.011761
2720	0.008178
2770	0.008283
2837	0.010634
2855	0.009762
2869	0.009923
2928	0.008093
2949	0.007642
2955	0.007507
3027	0.007967
3107	0.007339
3149	0.008267
3194	0.008164
3258	0.008588
3278	0.007897
3367	0.014535
3368	0.00687
3376	0.00731
3402	0.007063
3505	0.007401
3577	0.007347
3613	0.008277
3614	0.007496
3626	0.008688
3632	0.007839
3658	0.009527
3678	0.009449
3698	0.010762
3707	0.007586
3708	0.008973
3714	0.008284
3727	0.008582
3738	0.008145
3756	0.008804
3766	0.008438
3788	0.008282
3831	0.008522
3833	0.007791
3854	0.008253
3880	0.008131
3918	0.007937
3944	0.013129
3984	0.007946
4024	0.008725
4077	0.00903
4081	0.008143
4116	0.010896
4182	0.009619
4194	0.009182
4199	0.008574
4204	0.00893
4211	0.008805
4234	0.007728
4242	0.00863
4310	0.009098
4387	0.009114
4418	0.008943
4443	0.007979
4521	0.007831
4651	0.008963
4664	0.010707
4673	0.007778
4703	0.007292
4715	0.008142
4724	0.008554
4766	0.007479
4826	0.007212
4827	0.008558
4836	0.009057
4852	0.01435
4864	0.008711
4868	0.008172
4885	0.006898
4930	0.008598
4949	0.008199
4970	0.00808
5050	0.007649
5055	0.008769
5067	0.010877
5088	0.008868
5196	0.009295
5224	0.007465
5229	0.009547
5240	0.008965
5288	0.008366
5300	0.008131
5376	0.008173
5385	0.008857
5420	0.008558
5491	0.008242
5497	0.007998
5500	0.007936
5529	0.00774
5598	0.007997
5600	0.009147
5647	0.009883
5696	0.009655
5700	0.008726
5723	0.007583
5751	0.008743
5790	0.009976
5980	0.009502
6038	0.008692
6109	0.00853
6244	0.0089
6284	0.008818
6385	0.009293
6459	0.008055
6520	0.00825
6522	0.008995
6534	0.007575
6606	0.008136
6624	0.007725
6650	0.008002
6651	0.008481
6695	0.008488
6792	0.009804
6813	0.008172
6891	0.007545
6893	0.007856
6898	0.009606
6920	0.008845
6922	0.008395
6944	0.008801
6958	0.010488
7050	0.008336
7060	0.008218
7073	0.008123
7115	0.007666
7148	0.008708
7154	0.008399
7178	0.009016
7297	0.008304
7315	0.008056
7361	0.007272
7373	0.008698
7403	0.008574
7435	0.009559
7482	0.008397
7483	0.010477
7492	0.008746
7571	0.009165
7601	0.009869
7621	0.008321
7722	0.009325
7751	0.008013
7753	0.009064
7772	0.008727
7785	0.007547
7787	0.008103
7809	0.00772
7966	0.008152
8011	0.008066
8012	0.008988
8013	0.008369
8016	0.007868
8018	0.009262
8125	0.012732
8142	0.011813
8149	0.008566
8154	0.007612
8171	0.008408
8227	0.008798
8259	0.008595
8269	0.008023
8342	0.008206
8347	0.008183
8379	0.008802
8498	0.007478
8562	0.007704
8645	0.008365
8651	0.008662
8681	0.009537
8708	0.011529
8754	0.009178
8776	0.010084
8822	0.011896
8833	0.009074
8872	0.008273
8900	0.008901
8974	0.009196
9005	0.0094
9014	0.010899
9015	0.008557
9044	0.009179
9123	0.009407
9132	0.008002
9142	0.007876
9190	0.008435
9203	0.007988
9238	0.008116
9245	0.00841
9305	0.009988
9320	0.008469
9347	0.009345
9355	0.009448
9371	0.009745
